Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit long,2024-12-31 11:00,L-X,21330.75,10,426985,-382.4,-0.09,0,0.00,-376.2,-0.09,-382.4,-0.76,0
1,Entry long,2024-12-31 11:00,Long,21349.25,10,426985,-382.4,-0.09,0,0.00,-376.2,-0.09,-382.4,-0.76,0
2,Exit long,2025-01-08 10:35,L-X,21337.75,12,509874,2217.12,0.43,2224.56,0.44,-121.44,-0.02,1834.72,3.67,3
2,Entry long,2025-01-08 10:20,Long,21244.75,12,509874,2217.12,0.43,2224.56,0.44,-121.44,-0.02,1834.72,3.67,3
3,Exit short,2025-01-28 10:10,S-X,21370.25,15,640702.5,-423.6,-0.07,0,0.00,-414.3,-0.06,1411.12,2.82,0
3,Entry short,2025-01-28 10:10,Short,21356.75,15,640702.5,-423.6,-0.07,0,0.00,-414.3,-0.06,1411.12,2.82,0
4,Exit short,2025-01-29 12:20,S-X,21535.5,15,645675,-408.6,-0.06,553.2,0.09,-399.3,-0.06,1002.52,2.01,2
4,Entry short,2025-01-29 12:10,Short,21522.5,15,645675,-408.6,-0.06,553.2,0.09,-399.3,-0.06,1002.52,2.01,2
5,Exit short,2025-02-19 12:00,S-X,22244.75,28,1245300,-440.72,-0.04,276.64,0.02,-423.36,-0.03,561.8,1.12,1
5,Entry short,2025-02-19 11:55,Short,22237.5,28,1245300,-440.72,-0.04,276.64,0.02,-423.36,-0.03,561.8,1.12,1
